index,case name,i_h2i_rate,i_pci_rate,i_wpi_rate,i_ngi_rate,i_o2_volfract,i_ng_temp,i_h2_temp,i_hbtemp,i_wind_rt,i_blastH2O,i_BdnH2O,i_sgi_rate,i_sgtemp,i_sgi_H2COratio,i_sgi_ReProRatio,o_tuy_velo,o_tuy_temp,o_burn,o_delp,o_co_vf,o_co2_vf,o_h2_vf,o_n2_vf,o_co_util,o_h2_util,o_tgt,o_coke_rt,o_hmt,o_co2_sollos,o_h2o_sollos,o_feo_sollos,o_hm_rt,o_mw_rt,o_wf_rt,o_hm_h2share,o_mw_h2share,o_wf_h2share,o_prod_rt,o_fta
3425,H2-20_PCI-0_WPI-0_NG-70_O2-24_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,20,0,0,70,24,300,300,1200,195,5.7,7,0,0,0,0,0,0,0,8.20E+04,2.17E-01,2.30E-01,9.74E-02,4.56E-01,5.15E+01,5.15E+01,5.32E+01,3.68E+02,3.34E+02,2.09E+01,1.90E+01,4.75E+01,2.78E+02,6.02E+02,1.72E+03,3.09E+01,2.35E+01,5.83E+01,9.23E+03,1.97E+03
3426,H2-10_PCI-0_WPI-0_NG-100_O2-24_NGT-300_H2T-300_HBT-1480_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,10,0,0,100,24,300,300,1480,195,5.7,7,0,0,0,0,0,0,0,8.75E+04,2.12E-01,2.36E-01,9.26E-02,4.59E-01,5.27E+01,5.14E+01,5.76E+01,3.53E+02,7.14E+02,2.02E+01,1.74E+01,4.94E+01,2.78E+02,6.01E+02,1.76E+03,3.10E+01,2.07E+01,5.85E+01,9.23E+03,1.99E+03
3427,H2-20_PCI-0_WPI-0_NG-70_O2-27_NGT-300_H2T-300_HBT-1600_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,20,0,0,70,27,300,300,1600,195,5.7,7,0,0,0,0,0,0,0,8.75E+04,2.39E-01,2.33E-01,9.91E-02,4.30E-01,4.94E+01,4.99E+01,5.16E+01,3.96E+02,1.06E+03,2.01E+01,1.74E+01,4.86E+01,2.79E+02,6.02E+02,1.70E+03,2.97E+01,2.31E+01,5.68E+01,9.23E+03,2.32E+03
3428,H2-0_PCI-0_WPI-0_NG-80_O2-30_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,80,30,300,0,1480,230,5.7,3,0,0,0,0,0,0,0,1.42E+05,2.52E-01,2.54E-01,5.67E-02,4.37E-01,5.02E+01,4.55E+01,1.26E+02,4.66E+02,2.19E+03,2.67E+01,1.18E+01,3.96E+01,2.78E+02,6.02E+02,1.73E+03,1.96E+01,1.06E+01,3.99E+01,9.23E+03,2.52E+03
3429,H2-0_PCI-30_WPI-0_NG-120_O2-21_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,30,0,120,21,300,0,1480,195,5.7,7,0,0,0,0,0,0,0,9.42E+04,1.95E-01,2.36E-01,8.39E-02,4.85E-01,5.47E+01,5.17E+01,6.01E+01,3.09E+02,4.61E+02,2.47E+01,2.07E+01,4.89E+01,2.79E+02,6.02E+02,1.75E+03,3.13E+01,1.82E+01,5.91E+01,9.23E+03,1.95E+03
3430,H2-20_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-600_HBT-1200_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,20,0,0,0,24,0,600,1200,230,5.7,1,0,0,0,0,0,0,0,1.33E+05,2.21E-01,2.36E-01,5.75E-02,4.85E-01,5.17E+01,4.71E+01,1.50E+02,4.51E+02,1.15E+03,2.74E+01,1.34E+01,5.10E+01,2.79E+02,6.02E+02,1.74E+03,2.12E+01,1.19E+01,4.51E+01,9.23E+03,2.18E+03
3431,H2-10_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-300_HBT-1480_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,10,0,0,0,30,0,300,1480,230,5.7,1,0,0,0,0,0,0,0,1.28E+05,2.56E-01,2.66E-01,3.36E-02,4.45E-01,5.10E+01,4.81E+01,1.24E+02,5.11E+02,2.35E+03,3.11E+01,8.09E+00,4.49E+01,2.79E+02,6.02E+02,1.73E+03,1.20E+01,7.66E+00,3.02E+01,9.24E+03,2.63E+03
3432,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-300_HBT-1200_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,40,0,0,0,30,0,300,1200,195,5.7,7,0,0,0,0,0,0,0,7.76E+04,2.55E-01,2.35E-01,1.04E-01,4.05E-01,4.79E+01,4.95E+01,4.79E+01,4.52E+02,8.62E+02,1.88E+01,1.58E+01,4.45E+01,2.79E+02,6.02E+02,1.70E+03,2.86E+01,2.47E+01,5.39E+01,9.24E+03,2.20E+03
3433,H2-40_PCI-0_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1600_WR-195_MHB-11.4_BM-1_SGI-0_SGT-0_SGC_0 ,40,0,0,0,24,0,300,1600,195,11.4,1,0,0,0,0,0,0,0,1.01E+05,2.11E-01,2.30E-01,1.08E-01,4.51E-01,5.22E+01,4.95E+01,1.18E+02,4.01E+02,8.13E+02,2.11E+01,2.14E+01,4.37E+01,2.78E+02,6.02E+02,1.69E+03,3.58E+01,2.07E+01,5.73E+01,9.24E+03,2.21E+03
3434,H2-0_PCI-200_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,200,0,0,30,0,0,1480,195,5.7,5,0,0,0,0,0,0,0,1.17E+05,2.46E-01,2.86E-01,3.90E-02,4.29E-01,5.39E+01,4.90E+01,7.06E+01,3.62E+02,1.69E+03,2.90E+01,9.27E+00,4.92E+01,2.79E+02,6.02E+02,1.75E+03,1.52E+01,7.56E+00,3.52E+01,9.24E+03,2.31E+03
3435,H2-40_PCI-0_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1200_WR-195_MHB-0_BM-1_SGI-0_SGT-0_SGC_0 ,40,0,0,0,24,0,300,1200,195,0,1,0,0,0,0,0,0,0,1.00E+05,2.10E-01,2.31E-01,1.08E-01,4.51E-01,5.23E+01,4.94E+01,1.18E+02,4.02E+02,3.50E+02,2.16E+01,2.17E+01,4.31E+01,2.79E+02,6.02E+02,1.69E+03,3.55E+01,2.06E+01,5.71E+01,9.24E+03,2.01E+03
3436,H2-20_PCI-0_WPI-0_NG-50_O2-27_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,20,0,0,50,27,300,300,1600,195,5.7,1,0,0,0,0,0,0,0,1.02E+05,2.27E-01,2.50E-01,8.83E-02,4.35E-01,5.25E+01,5.01E+01,1.10E+02,4.05E+02,1.21E+03,2.26E+01,1.76E+01,4.52E+01,2.79E+02,6.03E+02,1.68E+03,3.07E+01,1.69E+01,5.18E+01,9.24E+03,2.36E+03
3437,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1448_WR-195_MHB-0_BM-7_SGI-0_SGT-0_SGC_0 ,40,0,0,0,30,0,300,1448,195,0,7,0,0,0,0,0,0,0,8.02E+04,2.55E-01,2.35E-01,1.04E-01,4.06E-01,4.79E+01,4.99E+01,4.73E+01,4.52E+02,1.14E+03,1.98E+01,1.71E+01,4.25E+01,2.79E+02,6.03E+02,1.69E+03,2.89E+01,2.48E+01,5.42E+01,9.24E+03,2.41E+03
3438,H2-40_PCI-0_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1200_WR-195_MHB-0_BM-3_SGI-0_SGT-0_SGC_0 ,40,0,0,0,24,0,300,1200,195,0,3,0,0,0,0,0,0,0,9.82E+04,2.10E-01,2.31E-01,1.08E-01,4.51E-01,5.25E+01,4.93E+01,9.12E+01,4.01E+02,3.50E+02,2.21E+01,2.21E+01,4.20E+01,2.79E+02,6.02E+02,1.69E+03,3.56E+01,2.04E+01,5.72E+01,9.24E+03,2.01E+03
3439,H2-40_PCI-0_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1448_WR-195_MHB-0_BM-3_SGI-0_SGT-0_SGC_0 ,40,0,0,0,24,0,300,1448,195,0,3,0,0,0,0,0,0,0,9.74E+04,2.10E-01,2.31E-01,1.08E-01,4.52E-01,5.23E+01,4.95E+01,9.01E+01,4.01E+02,6.35E+02,2.13E+01,2.18E+01,4.30E+01,2.79E+02,6.03E+02,1.69E+03,3.59E+01,2.07E+01,5.75E+01,9.24E+03,2.17E+03
3440,H2-10_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-1200_HBT-1200_WR-230_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,10,0,0,0,30,0,1200,1200,230,5.7,5,0,0,0,0,0,0,0,1.17E+05,2.54E-01,2.68E-01,3.31E-02,4.46E-01,5.14E+01,4.87E+01,6.76E+01,5.10E+02,2.06E+03,3.22E+01,8.51E+00,4.20E+01,2.78E+02,6.02E+02,1.76E+03,1.18E+01,8.17E+00,3.08E+01,9.24E+03,2.56E+03
3441,H2-40_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-1200_HBT-1600_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,40,0,0,0,24,0,1200,1600,195,5.7,1,0,0,0,0,0,0,0,9.74E+04,2.11E-01,2.29E-01,1.07E-01,4.54E-01,5.21E+01,5.04E+01,1.20E+02,3.99E+02,1.12E+03,2.11E+01,2.23E+01,4.09E+01,2.79E+02,6.03E+02,1.70E+03,3.68E+01,2.08E+01,5.93E+01,9.24E+03,2.56E+03
3442,H2-10_PCI-0_WPI-0_NG-80_O2-27_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,10,0,0,80,27,300,300,1200,195,5.7,5,0,0,0,0,0,0,0,8.80E+04,2.24E-01,2.54E-01,8.23E-02,4.39E-01,5.31E+01,5.02E+01,5.97E+01,3.88E+02,8.17E+02,2.25E+01,1.64E+01,4.47E+01,2.79E+02,6.03E+02,1.74E+03,2.83E+01,1.61E+01,5.21E+01,9.24E+03,2.15E+03
3443,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-1200_HBT-1200_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,40,0,0,0,30,0,1200,1200,195,5.7,7,0,0,0,0,0,0,0,7.58E+04,2.53E-01,2.35E-01,1.05E-01,4.07E-01,4.81E+01,5.00E+01,4.91E+01,4.49E+02,1.18E+03,1.56E+01,1.38E+01,4.75E+01,2.79E+02,6.02E+02,1.74E+03,2.94E+01,2.46E+01,5.56E+01,9.25E+03,2.53E+03
3444,H2-10_PCI-0_WPI-0_NG-80_O2-27_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,10,0,0,80,27,300,300,1200,195,5.7,3,0,0,0,0,0,0,0,1.03E+05,2.27E-01,2.53E-01,8.34E-02,4.37E-01,5.27E+01,4.94E+01,8.45E+01,3.90E+02,8.01E+02,2.36E+01,1.72E+01,4.49E+01,2.79E+02,6.02E+02,1.71E+03,2.97E+01,1.54E+01,5.15E+01,9.25E+03,2.15E+03
3445,H2-0_PCI-0_WPI-0_NG-120_O2-30_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,120,30,300,0,1480,195,5.7,7,0,0,0,0,0,0,0,8.48E+04,2.54E-01,2.53E-01,7.89E-02,4.15E-01,4.99E+01,5.10E+01,5.22E+01,3.98E+02,1.34E+03,2.09E+01,1.35E+01,4.82E+01,2.78E+02,6.02E+02,1.76E+03,2.41E+01,1.90E+01,5.11E+01,9.25E+03,2.23E+03
3446,H2-0_PCI-120_WPI-0_NG-30_O2-21_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,120,0,30,21,300,0,1480,230,5.7,1,0,0,0,0,0,0,0,1.74E+05,2.11E-01,2.32E-01,4.36E-02,5.13E-01,5.24E+01,4.82E+01,1.94E+02,3.55E+02,1.10E+03,3.33E+01,1.28E+01,5.69E+01,2.79E+02,6.03E+02,1.76E+03,1.65E+01,1.07E+01,4.33E+01,9.25E+03,2.32E+03
3447,H2-0_PCI-0_WPI-0_NG-41_O2-30_NGT-700_H2T-0_HBT-1600_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,41,30,700,0,1600,230,5.7,7,0,0,0,0,0,0,0,1.08E+05,2.62E-01,2.61E-01,3.17E-02,4.45E-01,4.99E+01,5.04E+01,5.72E+01,4.93E+02,2.46E+03,3.37E+01,8.67E+00,4.37E+01,2.79E+02,6.03E+02,1.77E+03,1.10E+01,9.32E+00,3.23E+01,9.25E+03,2.67E+03
3448,H2-0_PCI-0_WPI-0_NG-41_O2-30_NGT-700_H2T-0_HBT-1448_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,41,30,700,0,1448,230,5.7,7,0,0,0,0,0,0,0,1.09E+05,2.63E-01,2.61E-01,3.19E-02,4.45E-01,4.98E+01,5.02E+01,5.75E+01,4.93E+02,2.26E+03,3.29E+01,8.39E+00,4.48E+01,2.79E+02,6.03E+02,1.77E+03,1.10E+01,9.32E+00,3.24E+01,9.25E+03,2.55E+03
3449,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1448_WR-195_MHB-11.4_BM-7_SGI-0_SGT-0_SGC_0 ,40,0,0,0,30,0,300,1448,195,11.4,7,0,0,0,0,0,0,0,7.78E+04,2.55E-01,2.35E-01,1.04E-01,4.06E-01,4.80E+01,5.01E+01,4.70E+01,4.50E+02,1.15E+03,1.93E+01,1.70E+01,4.19E+01,2.79E+02,6.03E+02,1.71E+03,2.89E+01,2.49E+01,5.43E+01,9.25E+03,2.35E+03
3450,H2-20_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-600_HBT-1200_WR-230_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,20,0,0,0,24,0,600,1200,230,5.7,5,0,0,0,0,0,0,0,1.28E+05,2.20E-01,2.37E-01,5.71E-02,4.86E-01,5.18E+01,4.72E+01,8.71E+01,4.50E+02,1.15E+03,2.93E+01,1.43E+01,4.82E+01,2.79E+02,6.03E+02,1.75E+03,2.09E+01,1.24E+01,4.52E+01,9.25E+03,2.18E+03
3451,H2-0_PCI-0_WPI-0_NG-120_O2-30_NGT-700_H2T-0_HBT-1448_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,120,30,700,0,1448,195,5.7,7,0,0,0,0,0,0,0,8.57E+04,2.53E-01,2.53E-01,7.97E-02,4.15E-01,5.00E+01,5.05E+01,5.31E+01,3.96E+02,1.41E+03,2.07E+01,1.34E+01,4.77E+01,2.78E+02,6.02E+02,1.77E+03,2.43E+01,1.86E+01,5.16E+01,9.26E+03,2.39E+03
3452,H2-0_PCI-0_WPI-0_NG-120_O2-30_NGT-300_H2T-0_HBT-1448_WR-195_MHB-11.4_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,120,30,300,0,1448,195,11.4,7,0,0,0,0,0,0,0,8.41E+04,2.55E-01,2.52E-01,7.81E-02,4.15E-01,4.98E+01,5.14E+01,4.99E+01,3.98E+02,1.30E+03,2.03E+01,1.35E+01,4.89E+01,2.79E+02,6.02E+02,1.74E+03,2.43E+01,1.91E+01,5.12E+01,9.26E+03,2.47E+03
3453,H2-40_PCI-0_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1600_WR-195_MHB-11.4_BM-5_SGI-0_SGT-0_SGC_0 ,40,0,0,0,24,0,300,1600,195,11.4,5,0,0,0,0,0,0,0,8.45E+04,2.06E-01,2.32E-01,1.08E-01,4.54E-01,5.30E+01,4.95E+01,6.65E+01,3.97E+02,8.46E+02,2.16E+01,2.12E+01,3.96E+01,2.79E+02,6.03E+02,1.74E+03,3.50E+01,2.09E+01,5.84E+01,9.26E+03,2.21E+03
3454,H2-10_PCI-0_WPI-0_NG-80_O2-30_NGT-300_H2T-300_HBT-1200_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,10,0,0,80,30,300,300,1200,195,5.7,5,0,0,0,0,0,0,0,9.35E+04,2.48E-01,2.55E-01,8.41E-02,4.13E-01,5.07E+01,4.82E+01,5.78E+01,4.15E+02,1.08E+03,2.33E+01,1.56E+01,4.30E+01,2.79E+02,6.02E+02,1.73E+03,2.65E+01,1.62E+01,5.03E+01,9.26E+03,2.27E+03
3455,H2-20_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-300_HBT-1480_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,20,0,0,0,24,0,300,1480,230,5.7,7,0,0,0,0,0,0,0,1.10E+05,2.20E-01,2.39E-01,5.47E-02,4.87E-01,5.21E+01,4.94E+01,6.23E+01,4.49E+02,1.47E+03,2.94E+01,1.40E+01,4.81E+01,2.80E+02,6.04E+02,1.75E+03,1.95E+01,1.39E+01,4.53E+01,9.26E+03,2.35E+03
3456,H2-30_PCI-0_WPI-0_NG-40_O2-27_NGT-300_H2T-300_HBT-1200_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,30,0,0,40,27,300,300,1200,195,5.7,7,0,0,0,0,0,0,0,8.42E+04,2.38E-01,2.30E-01,1.04E-01,4.27E-01,4.92E+01,5.00E+01,4.98E+01,4.08E+02,5.62E+02,2.01E+01,1.82E+01,4.61E+01,2.79E+02,6.02E+02,1.70E+03,3.03E+01,2.47E+01,5.69E+01,9.26E+03,2.06E+03
3457,H2-40_PCI-0_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1448_WR-195_MHB-11.4_BM-3_SGI-0_SGT-0_SGC_0 ,40,0,0,0,24,0,300,1448,195,11.4,3,0,0,0,0,0,0,0,9.28E+04,2.08E-01,2.32E-01,1.07E-01,4.53E-01,5.26E+01,5.00E+01,9.01E+01,3.98E+02,6.53E+02,2.06E+01,2.09E+01,4.25E+01,2.79E+02,6.04E+02,1.72E+03,3.61E+01,2.06E+01,5.78E+01,9.26E+03,2.11E+03
3458,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1200_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,1200,1200,230,5.7,7,0,0,0,0,0,0,0,1.14E+05,2.46E-01,2.38E-01,5.56E-02,4.60E-01,4.91E+01,4.79E+01,6.27E+01,4.80E+02,1.54E+03,2.82E+01,1.28E+01,4.72E+01,2.80E+02,6.04E+02,1.77E+03,1.85E+01,1.39E+01,4.42E+01,9.27E+03,2.42E+03
3459,H2-20_PCI-0_WPI-0_NG-50_O2-30_NGT-300_H2T-300_HBT-1600_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,20,0,0,50,30,300,300,1600,195,5.7,5,0,0,0,0,0,0,0,8.89E+04,2.46E-01,2.53E-01,8.99E-02,4.11E-01,5.07E+01,4.83E+01,5.79E+01,4.28E+02,1.49E+03,1.97E+01,1.40E+01,4.73E+01,2.80E+02,6.04E+02,1.72E+03,2.78E+01,1.74E+01,5.09E+01,9.27E+03,2.48E+03
3460,H2-0_PCI-200_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1200_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,200,0,0,21,0,0,1200,230,5.7,7,0,0,0,0,0,0,0,1.82E+05,2.21E-01,2.29E-01,3.62E-02,5.13E-01,5.10E+01,4.95E+01,1.30E+02,3.35E+02,6.64E+02,3.67E+01,1.26E+01,5.82E+01,2.80E+02,6.04E+02,1.78E+03,1.45E+01,1.06E+01,4.32E+01,9.27E+03,1.98E+03
3461,H2-20_PCI-0_WPI-0_NG-70_O2-27_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,20,0,0,70,27,300,300,1600,195,5.7,7,0,0,0,0,0,0,0,8.74E+04,2.37E-01,2.34E-01,9.83E-02,4.30E-01,4.97E+01,5.03E+01,5.13E+01,3.94E+02,1.06E+03,2.04E+01,1.77E+01,4.71E+01,2.79E+02,6.04E+02,1.71E+03,2.96E+01,2.32E+01,5.65E+01,9.27E+03,2.32E+03
3462,H2-0_PCI-0_WPI-0_NG-100_O2-30_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,100,30,300,0,1480,230,5.7,5,0,0,0,0,0,0,0,1.39E+05,2.44E-01,2.54E-01,6.74E-02,4.35E-01,5.09E+01,4.55E+01,1.05E+02,4.49E+02,1.76E+03,2.32E+01,1.25E+01,3.67E+01,2.80E+02,6.04E+02,1.74E+03,2.33E+01,1.19E+01,4.35E+01,9.27E+03,2.42E+03
3463,H2-0_PCI-0_WPI-0_NG-120_O2-30_NGT-500_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,120,30,500,0,1200,195,5.7,7,0,0,0,0,0,0,0,8.46E+04,2.54E-01,2.52E-01,7.91E-02,4.15E-01,4.98E+01,5.09E+01,5.16E+01,3.97E+02,1.05E+03,2.29E+01,1.51E+01,4.43E+01,2.79E+02,6.03E+02,1.76E+03,2.38E+01,1.90E+01,5.13E+01,9.27E+03,2.21E+03
3464,H2-0_PCI-200_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,200,0,0,21,0,0,1480,230,5.7,1,0,0,0,0,0,0,0,1.95E+05,2.18E-01,2.32E-01,3.63E-02,5.14E-01,5.15E+01,4.96E+01,2.10E+02,3.34E+02,1.07E+03,3.65E+01,1.21E+01,5.81E+01,2.80E+02,6.04E+02,1.77E+03,1.41E+01,1.00E+01,4.16E+01,9.28E+03,3.12E+03
3465,H2-40_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-600_HBT-1600_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,40,0,0,0,30,0,600,1600,195,5.7,7,0,0,0,0,0,0,0,7.55E+04,2.53E-01,2.35E-01,1.04E-01,4.08E-01,4.81E+01,5.03E+01,4.82E+01,4.46E+02,1.45E+03,1.74E+01,1.54E+01,4.26E+01,2.80E+02,6.05E+02,1.75E+03,2.92E+01,2.49E+01,5.58E+01,9.28E+03,2.65E+03
3466,H2-0_PCI-40_WPI-0_NG-60_O2-24_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,40,0,60,24,300,0,1480,230,5.7,5,0,0,0,0,0,0,0,1.64E+05,2.26E-01,2.37E-01,5.08E-02,4.86E-01,5.11E+01,4.66E+01,1.22E+02,4.05E+02,1.43E+03,2.85E+01,1.16E+01,5.49E+01,2.80E+02,6.05E+02,1.76E+03,1.81E+01,1.12E+01,4.31E+01,9.28E+03,2.33E+03
3467,H2-0_PCI-175_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,175,0,0,24,0,0,1480,230,5.7,7,0,0,0,0,0,0,0,1.73E+05,2.38E-01,2.40E-01,3.31E-02,4.90E-01,5.02E+01,4.88E+01,1.05E+02,3.75E+02,1.45E+03,3.51E+01,1.03E+01,5.66E+01,2.80E+02,6.05E+02,1.76E+03,1.27E+01,9.36E+00,3.80E+01,9.28E+03,2.14E+03
3468,H2-0_PCI-175_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1200_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,175,0,0,24,0,0,1200,230,5.7,7,0,0,0,0,0,0,0,1.71E+05,2.38E-01,2.39E-01,3.32E-02,4.89E-01,5.01E+01,4.87E+01,1.07E+02,3.75E+02,1.06E+03,3.55E+01,1.05E+01,5.64E+01,2.80E+02,6.05E+02,1.76E+03,1.29E+01,9.37E+00,3.82E+01,9.28E+03,2.06E+03
3469,H2-0_PCI-200_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1600_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,200,0,0,24,0,0,1600,230,5.7,1,0,0,0,0,0,0,0,1.95E+05,2.47E-01,2.30E-01,3.71E-02,4.86E-01,4.82E+01,4.78E+01,2.10E+02,3.65E+02,1.52E+03,3.61E+01,1.14E+01,5.69E+01,2.80E+02,6.05E+02,1.77E+03,1.36E+01,9.66E+00,4.01E+01,9.28E+03,2.17E+03
3470,H2-20_PCI-0_WPI-0_NG-0_O2-24_NGT-0_H2T-1200_HBT-1600_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,20,0,0,0,24,0,1200,1600,230,5.7,7,0,0,0,0,0,0,0,1.10E+05,2.19E-01,2.39E-01,5.44E-02,4.87E-01,5.21E+01,4.98E+01,6.33E+01,4.48E+02,1.78E+03,2.90E+01,1.43E+01,4.75E+01,2.80E+02,6.05E+02,1.77E+03,2.00E+01,1.39E+01,4.62E+01,9.28E+03,2.59E+03
3471,H2-20_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-300_HBT-1480_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,20,0,0,0,21,0,300,1480,230,5.7,1,0,0,0,0,0,0,0,1.25E+05,1.93E-01,2.39E-01,5.55E-02,5.13E-01,5.54E+01,4.97E+01,1.44E+02,4.19E+02,1.16E+03,3.01E+01,1.60E+01,4.97E+01,2.80E+02,6.05E+02,1.73E+03,2.31E+01,1.15E+01,4.67E+01,9.28E+03,2.22E+03
3472,H2-10_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-300_HBT-1480_WR-230_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,10,0,0,0,30,0,300,1480,230,5.7,5,0,0,0,0,0,0,0,1.14E+05,2.51E-01,2.70E-01,3.26E-02,4.46E-01,5.19E+01,4.93E+01,6.48E+01,5.07E+02,2.36E+03,3.14E+01,8.11E+00,4.25E+01,2.80E+02,6.05E+02,1.77E+03,1.16E+01,8.17E+00,3.06E+01,9.28E+03,2.63E+03
3473,H2-30_PCI-0_WPI-0_NG-40_O2-21_NGT-300_H2T-300_HBT-1200_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,30,0,0,40,21,300,300,1200,195,5.7,1,0,0,0,0,0,0,0,1.02E+05,1.92E-01,2.26E-01,1.06E-01,4.76E-01,5.41E+01,5.06E+01,1.22E+02,3.56E+02,4.89E+01,2.10E+01,2.28E+01,4.67E+01,2.80E+02,6.05E+02,1.71E+03,3.82E+01,2.05E+01,6.02E+01,9.28E+03,1.86E+03
3474,H2-30_PCI-0_WPI-0_NG-40_O2-27_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,30,0,0,40,27,300,300,1600,195,5.7,7,0,0,0,0,0,0,0,8.43E+04,2.37E-01,2.32E-01,1.04E-01,4.27E-01,4.94E+01,5.03E+01,4.97E+01,4.08E+02,1.02E+03,2.00E+01,1.80E+01,4.67E+01,2.80E+02,6.06E+02,1.69E+03,3.03E+01,2.47E+01,5.64E+01,9.29E+03,2.29E+03
