index,case name,i_h2i_rate,i_pci_rate,i_wpi_rate,i_ngi_rate,i_o2_volfract,i_ng_temp,i_h2_temp,i_hbtemp,i_wind_rt,i_blastH2O,i_BdnH2O,i_sgi_rate,i_sgtemp,i_sgi_H2COratio,i_sgi_ReProRatio,o_tuy_velo,o_tuy_temp,o_burn,o_delp,o_co_vf,o_co2_vf,o_h2_vf,o_n2_vf,o_co_util,o_h2_util,o_tgt,o_coke_rt,o_hmt,o_co2_sollos,o_h2o_sollos,o_feo_sollos,o_hm_rt,o_mw_rt,o_wf_rt,o_hm_h2share,o_mw_h2share,o_wf_h2share,o_prod_rt,o_fta
909,H2-10_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-300_HBT-1600_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,10,0,0,60,21,300,300,1600,160,5.7,7,0,0,0,0,0,0,0,5.65E+04,2.09E-01,2.20E-01,8.51E-02,4.85E-01,5.12E+01,4.99E+01,4.74E+01,3.66E+02,5.24E+02,2.18E+01,1.78E+01,6.02E+01,2.11E+02,4.57E+02,1.24E+03,2.84E+01,2.18E+01,5.62E+01,7.00E+03,2.16E+03
910,H2-0_PCI-41_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,41,0,0,21,0,0,1200,195,5.7,3,0,0,0,0,0,0,0,1.01E+05,2.05E-01,2.42E-01,1.80E-02,5.35E-01,5.42E+01,4.75E+01,1.52E+02,4.32E+02,1.07E+03,3.71E+01,6.08E+00,6.02E+01,2.11E+02,4.56E+02,1.29E+03,7.52E+00,5.15E+00,2.40E+01,7.00E+03,2.05E+03
911,H2-0_PCI-0_WPI-0_NG-70_O2-30_NGT-700_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,70,30,700,0,1200,160,5.7,7,0,0,0,0,0,0,0,5.13E+04,2.65E-01,2.52E-01,5.98E-02,4.23E-01,4.87E+01,5.11E+01,3.77E+01,4.42E+02,1.20E+03,2.53E+01,1.27E+01,5.00E+01,2.11E+02,4.56E+02,1.25E+03,1.87E+01,1.63E+01,4.29E+01,7.00E+03,2.28E+03
912,H2-0_PCI-0_WPI-0_NG-120_O2-30_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,120,30,300,0,1600,160,5.7,7,0,0,0,0,0,0,0,9.91E+04,2.29E-01,2.51E-01,9.90E-02,4.21E-01,5.22E+01,4.82E+01,5.87E+01,3.77E+02,1.67E+03,2.00E+01,1.78E+01,2.06E+01,2.11E+02,4.56E+02,1.32E+03,3.25E+01,1.71E+01,5.75E+01,7.01E+03,2.21E+03
913,H2-0_PCI-150_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,150,0,0,27,0,0,1480,160,5.7,7,0,0,0,0,0,0,0,6.48E+04,2.46E-01,2.63E-01,3.59E-02,4.55E-01,5.16E+01,5.08E+01,4.84E+01,3.67E+02,1.35E+03,2.92E+01,9.20E+00,5.84E+01,2.11E+02,4.56E+02,1.29E+03,1.32E+01,9.92E+00,3.63E+01,7.01E+03,2.23E+03
914,H2-0_PCI-0_WPI-0_NG-90_O2-21_NGT-500_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,90,21,500,0,1600,160,5.7,7,0,0,0,0,0,0,0,5.81E+04,2.07E-01,2.27E-01,7.54E-02,4.90E-01,5.22E+01,5.13E+01,4.79E+01,3.47E+02,6.31E+02,2.33E+01,1.76E+01,5.86E+01,2.11E+02,4.56E+02,1.26E+03,2.69E+01,1.98E+01,5.51E+01,7.01E+03,2.23E+03
915,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1480_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,1200,1480,160,5.7,1,0,0,0,0,0,0,0,6.51E+04,2.29E-01,2.52E-01,7.37E-02,4.45E-01,5.24E+01,4.80E+01,1.07E+02,4.52E+02,1.46E+03,2.54E+01,1.61E+01,4.46E+01,2.11E+02,4.57E+02,1.25E+03,2.62E+01,1.34E+01,4.50E+01,7.01E+03,2.65E+03
916,H2-0_PCI-80_WPI-0_NG-20_O2-27_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,80,0,20,27,300,0,1480,160,5.7,5,0,0,0,0,0,0,0,6.05E+04,2.29E-01,2.74E-01,3.98E-02,4.57E-01,5.44E+01,4.91E+01,5.66E+01,3.93E+02,1.45E+03,2.88E+01,9.86E+00,5.21E+01,2.12E+02,4.57E+02,1.30E+03,1.54E+01,8.62E+00,3.54E+01,7.01E+03,2.62E+03
917,H2-0_PCI-0_WPI-0_NG-100_O2-30_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,100,30,300,0,1480,160,5.7,5,0,0,0,0,0,0,0,9.63E+04,2.23E-01,2.66E-01,8.33E-02,4.27E-01,5.44E+01,4.91E+01,6.73E+01,3.94E+02,1.65E+03,2.18E+01,1.65E+01,2.40E+01,2.11E+02,4.57E+02,1.30E+03,3.08E+01,1.34E+01,5.22E+01,7.01E+03,2.24E+03
918,H2-0_PCI-125_WPI-0_NG-0_O2-27_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,125,0,0,27,0,0,1200,160,5.7,1,0,0,0,0,0,0,0,8.19E+04,2.33E-01,2.75E-01,3.43E-02,4.58E-01,5.41E+01,4.74E+01,1.31E+02,3.79E+02,1.13E+03,2.95E+01,8.67E+00,5.56E+01,2.12E+02,4.57E+02,1.27E+03,1.48E+01,6.12E+00,3.12E+01,7.01E+03,2.15E+03
919,H2-0_PCI-0_WPI-0_NG-90_O2-21_NGT-500_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,90,21,500,0,1200,160,5.7,7,0,0,0,0,0,0,0,5.82E+04,2.06E-01,2.28E-01,7.58E-02,4.90E-01,5.25E+01,5.10E+01,4.86E+01,3.47E+02,1.27E+02,2.42E+01,1.80E+01,5.77E+01,2.11E+02,4.57E+02,1.26E+03,2.65E+01,1.97E+01,5.42E+01,7.02E+03,1.98E+03
920,H2-10_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,10,0,0,60,21,300,300,1480,160,5.7,7,0,0,0,0,0,0,0,5.71E+04,2.09E-01,2.21E-01,8.46E-02,4.86E-01,5.13E+01,5.02E+01,4.68E+01,3.65E+02,3.84E+02,2.29E+01,1.87E+01,5.75E+01,2.11E+02,4.57E+02,1.25E+03,2.83E+01,2.19E+01,5.61E+01,7.02E+03,2.08E+03
921,H2-0_PCI-0_WPI-0_NG-80_O2-21_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,80,21,300,0,1480,230,5.7,1,0,0,0,0,0,0,0,1.42E+05,2.18E-01,1.89E-01,6.22E-02,5.31E-01,4.64E+01,4.38E+01,2.63E+02,4.41E+02,1.64E+03,2.81E+01,1.64E+01,4.41E+01,2.12E+02,4.57E+02,1.28E+03,2.22E+01,1.57E+01,4.90E+01,7.02E+03,2.11E+03
922,H2-30_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-1200_HBT-1480_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,30,0,0,0,21,0,1200,1480,160,5.7,7,0,0,0,0,0,0,0,5.27E+04,2.06E-01,2.12E-01,9.96E-02,4.82E-01,5.07E+01,5.07E+01,4.58E+01,3.98E+02,5.97E+02,2.07E+01,2.14E+01,5.20E+01,2.12E+02,4.59E+02,1.24E+03,3.21E+01,2.53E+01,5.88E+01,7.02E+03,2.34E+03
923,H2-0_PCI-0_WPI-0_NG-90_O2-21_NGT-700_H2T-0_HBT-1448_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,90,21,700,0,1448,160,5.7,7,0,0,0,0,0,0,0,5.75E+04,2.08E-01,2.27E-01,7.55E-02,4.90E-01,5.22E+01,5.13E+01,4.74E+01,3.47E+02,4.95E+02,2.33E+01,1.78E+01,5.85E+01,2.11E+02,4.57E+02,1.26E+03,2.68E+01,1.98E+01,5.52E+01,7.02E+03,2.14E+03
924,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1600_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,1200,1600,160,5.7,1,0,0,0,0,0,0,0,6.54E+04,2.31E-01,2.51E-01,7.28E-02,4.45E-01,5.21E+01,4.86E+01,1.06E+02,4.52E+02,1.61E+03,2.51E+01,1.64E+01,4.48E+01,2.11E+02,4.57E+02,1.25E+03,2.66E+01,1.37E+01,4.60E+01,7.02E+03,2.75E+03
925,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-600_HBT-1600_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,600,1600,160,5.7,1,0,0,0,0,0,0,0,6.42E+04,2.32E-01,2.51E-01,7.34E-02,4.44E-01,5.21E+01,4.79E+01,1.06E+02,4.54E+02,1.46E+03,2.51E+01,1.57E+01,4.68E+01,2.12E+02,4.57E+02,1.25E+03,2.57E+01,1.37E+01,4.52E+01,7.02E+03,2.60E+03
926,H2-30_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-1200_HBT-1480_WR-195_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,30,0,0,0,21,0,1200,1480,195,5.7,5,0,0,0,0,0,0,0,9.83E+04,1.91E-01,2.06E-01,9.59E-02,5.07E-01,5.18E+01,4.59E+01,1.38E+02,4.31E+02,1.28E+03,2.12E+01,2.08E+01,3.69E+01,2.12E+02,4.57E+02,1.23E+03,3.84E+01,1.75E+01,5.75E+01,7.02E+03,2.32E+03
927,H2-10_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-300_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,10,0,0,60,21,300,300,1200,160,5.7,7,0,0,0,0,0,0,0,5.72E+04,2.09E-01,2.21E-01,8.46E-02,4.85E-01,5.14E+01,5.02E+01,4.68E+01,3.65E+02,1.90E+01,2.25E+01,1.84E+01,5.92E+01,2.12E+02,4.58E+02,1.24E+03,2.82E+01,2.19E+01,5.59E+01,7.02E+03,1.91E+03
928,H2-30_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-1200_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,30,0,0,0,21,0,1200,1200,160,5.7,7,0,0,0,0,0,0,0,5.31E+04,2.06E-01,2.12E-01,9.93E-02,4.82E-01,5.07E+01,5.07E+01,4.52E+01,3.97E+02,2.65E+02,2.20E+01,2.27E+01,4.86E+01,2.11E+02,4.57E+02,1.24E+03,3.19E+01,2.53E+01,5.84E+01,7.02E+03,2.13E+03
929,H2-0_PCI-41_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,41,0,0,21,0,0,1480,195,5.7,1,0,0,0,0,0,0,0,1.03E+05,2.04E-01,2.44E-01,1.76E-02,5.35E-01,5.44E+01,4.87E+01,1.82E+02,4.31E+02,1.50E+03,3.82E+01,6.33E+00,5.89E+01,2.12E+02,4.58E+02,1.29E+03,7.87E+00,4.99E+00,2.40E+01,7.03E+03,2.15E+03
930,H2-30_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-1200_HBT-1600_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,30,0,0,0,21,0,1200,1600,160,5.7,7,0,0,0,0,0,0,0,5.29E+04,2.07E-01,2.12E-01,9.83E-02,4.82E-01,5.06E+01,5.13E+01,4.39E+01,3.97E+02,7.50E+02,2.21E+01,2.31E+01,4.85E+01,2.12E+02,4.58E+02,1.24E+03,3.19E+01,2.55E+01,5.86E+01,7.03E+03,2.44E+03
931,H2-0_PCI-0_WPI-0_NG-90_O2-21_NGT-700_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,90,21,700,0,1200,160,5.7,7,0,0,0,0,0,0,0,5.83E+04,2.06E-01,2.28E-01,7.60E-02,4.90E-01,5.25E+01,5.09E+01,4.85E+01,3.47E+02,1.87E+02,2.47E+01,1.87E+01,5.61E+01,2.11E+02,4.57E+02,1.26E+03,2.65E+01,1.96E+01,5.44E+01,7.03E+03,1.98E+03
932,H2-0_PCI-0_WPI-0_NG-90_O2-21_NGT-700_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,90,21,700,0,1600,160,5.7,7,0,0,0,0,0,0,0,5.78E+04,2.05E-01,2.29E-01,7.54E-02,4.90E-01,5.27E+01,5.13E+01,4.81E+01,3.46E+02,6.89E+02,2.44E+01,1.83E+01,5.65E+01,2.12E+02,4.57E+02,1.26E+03,2.65E+01,1.96E+01,5.40E+01,7.03E+03,2.24E+03
933,H2-0_PCI-0_WPI-0_NG-41_O2-24_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,41,24,300,0,1480,230,5.7,7,0,0,0,0,0,0,0,1.37E+05,2.48E-01,2.03E-01,3.82E-02,5.11E-01,4.51E+01,4.30E+01,1.54E+02,5.15E+02,1.70E+03,3.29E+01,1.04E+01,4.96E+01,2.12E+02,4.58E+02,1.29E+03,1.29E+01,1.05E+01,3.61E+01,7.03E+03,2.42E+03
934,H2-0_PCI-125_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,125,0,0,30,0,0,1200,160,5.7,3,0,0,0,0,0,0,0,8.06E+04,2.57E-01,2.76E-01,3.50E-02,4.32E-01,5.18E+01,4.56E+01,9.07E+01,4.06E+02,1.42E+03,2.65E+01,7.38E+00,5.61E+01,2.12E+02,4.58E+02,1.28E+03,1.35E+01,6.22E+00,2.93E+01,7.03E+03,2.24E+03
935,H2-20_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-600_HBT-1480_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,20,0,0,0,30,0,600,1480,160,5.7,5,0,0,0,0,0,0,0,5.32E+04,2.53E-01,2.55E-01,7.11E-02,4.22E-01,5.02E+01,4.88E+01,4.49E+01,4.79E+02,1.59E+03,2.22E+01,1.25E+01,4.78E+01,2.12E+02,4.59E+02,1.25E+03,2.20E+01,1.61E+01,4.41E+01,7.03E+03,2.51E+03
936,H2-0_PCI-70_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,70,0,0,21,0,0,1200,195,5.7,7,0,0,0,0,0,0,0,1.08E+05,2.14E-01,2.33E-01,2.30E-02,5.30E-01,5.20E+01,4.54E+01,1.01E+02,4.15E+02,9.54E+02,3.52E+01,6.99E+00,6.34E+01,2.12E+02,4.58E+02,1.30E+03,8.92E+00,6.87E+00,2.81E+01,7.03E+03,2.05E+03
937,H2-0_PCI-0_WPI-0_NG-90_O2-21_NGT-500_H2T-0_HBT-1448_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,0,0,90,21,500,0,1448,160,5.7,7,0,0,0,0,0,0,0,5.68E+04,2.06E-01,2.29E-01,7.43E-02,4.91E-01,5.26E+01,5.19E+01,4.66E+01,3.46E+02,4.40E+02,2.39E+01,1.80E+01,5.73E+01,2.12E+02,4.58E+02,1.26E+03,2.67E+01,1.99E+01,5.44E+01,7.03E+03,2.13E+03
938,H2-0_PCI-90_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,90,0,0,30,0,0,1200,160,5.7,3,0,0,0,0,0,0,0,6.63E+04,2.42E-01,2.93E-01,2.71E-02,4.38E-01,5.48E+01,4.82E+01,7.18E+01,4.25E+02,1.55E+03,2.92E+01,6.49E+00,5.13E+01,2.12E+02,4.58E+02,1.28E+03,1.10E+01,5.16E+00,2.53E+01,7.03E+03,2.28E+03
939,H2-0_PCI-41_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1200_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,41,0,0,24,0,0,1200,195,5.7,3,0,0,0,0,0,0,0,1.06E+05,2.30E-01,2.46E-01,1.85E-02,5.06E-01,5.16E+01,4.55E+01,1.43E+02,4.64E+02,1.43E+03,3.45E+01,5.11E+00,5.96E+01,2.12E+02,4.59E+02,1.29E+03,6.78E+00,4.85E+00,2.12E+01,7.03E+03,2.15E+03
940,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1200_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,1200,1200,160,5.7,1,0,0,0,0,0,0,0,6.27E+04,2.29E-01,2.53E-01,7.29E-02,4.45E-01,5.25E+01,4.85E+01,1.06E+02,4.51E+02,1.10E+03,2.55E+01,1.65E+01,4.44E+01,2.12E+02,4.59E+02,1.25E+03,2.64E+01,1.34E+01,4.54E+01,7.03E+03,2.43E+03
941,H2-0_PCI-0_WPI-0_NG-120_O2-30_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,0,0,120,30,300,0,1480,160,5.7,3,0,0,0,0,0,0,0,9.71E+04,2.23E-01,2.57E-01,9.90E-02,4.21E-01,5.36E+01,4.82E+01,1.04E+02,3.77E+02,1.54E+03,1.83E+01,1.74E+01,2.42E+01,2.12E+02,4.59E+02,1.29E+03,3.59E+01,1.47E+01,5.60E+01,7.04E+03,2.15E+03
942,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1480_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,1200,1480,160,5.7,3,0,0,0,0,0,0,0,5.89E+04,2.28E-01,2.53E-01,7.40E-02,4.45E-01,5.27E+01,4.76E+01,7.30E+01,4.50E+02,1.46E+03,2.55E+01,1.63E+01,4.35E+01,2.12E+02,4.59E+02,1.26E+03,2.60E+01,1.35E+01,4.52E+01,7.04E+03,2.65E+03
943,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1480_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,300,1480,160,5.7,3,0,0,0,0,0,0,0,5.91E+04,2.29E-01,2.54E-01,7.39E-02,4.44E-01,5.26E+01,4.72E+01,7.25E+01,4.52E+02,1.26E+03,2.48E+01,1.51E+01,4.65E+01,2.12E+02,4.58E+02,1.26E+03,2.55E+01,1.35E+01,4.45E+01,7.04E+03,2.43E+03
944,H2-20_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-1200_HBT-1480_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,20,0,0,0,30,0,1200,1480,160,5.7,5,0,0,0,0,0,0,0,5.14E+04,2.50E-01,2.56E-01,7.07E-02,4.23E-01,5.05E+01,4.95E+01,4.46E+01,4.76E+02,1.75E+03,2.24E+01,1.32E+01,4.46E+01,2.12E+02,4.59E+02,1.27E+03,2.22E+01,1.60E+01,4.46E+01,7.04E+03,2.65E+03
945,H2-0_PCI-0_WPI-0_NG-80_O2-21_NGT-300_H2T-0_HBT-1480_WR-230_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,0,0,0,80,21,300,0,1480,230,5.7,5,0,0,0,0,0,0,0,1.40E+05,2.17E-01,1.90E-01,6.22E-02,5.31E-01,4.67E+01,4.36E+01,1.99E+02,4.39E+02,1.64E+03,2.81E+01,1.65E+01,4.35E+01,2.13E+02,4.59E+02,1.29E+03,2.23E+01,1.57E+01,4.90E+01,7.04E+03,2.11E+03
946,H2-10_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1600_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,10,0,0,60,21,300,300,1600,160,5.7,7,0,0,0,0,0,0,0,5.66E+04,2.08E-01,2.23E-01,8.35E-02,4.86E-01,5.17E+01,5.10E+01,4.56E+01,3.64E+02,5.24E+02,2.34E+01,1.91E+01,5.67E+01,2.13E+02,4.60E+02,1.25E+03,2.81E+01,2.19E+01,5.54E+01,7.05E+03,2.16E+03
947,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-1200_HBT-1600_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,1200,1600,160,5.7,3,0,0,0,0,0,0,0,6.11E+04,2.29E-01,2.53E-01,7.30E-02,4.45E-01,5.26E+01,4.83E+01,7.16E+01,4.50E+02,1.63E+03,2.53E+01,1.65E+01,4.31E+01,2.12E+02,4.59E+02,1.26E+03,2.65E+01,1.36E+01,4.57E+01,7.05E+03,2.75E+03
948,H2-30_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-600_HBT-1480_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,30,0,0,0,21,0,600,1480,160,5.7,7,0,0,0,0,0,0,0,5.27E+04,2.07E-01,2.13E-01,9.86E-02,4.81E-01,5.07E+01,5.08E+01,4.50E+01,3.98E+02,3.90E+02,2.26E+01,2.24E+01,4.96E+01,2.12E+02,4.59E+02,1.24E+03,3.13E+01,2.54E+01,5.74E+01,7.05E+03,2.19E+03
949,H2-20_PCI-0_WPI-0_NG-70_O2-24_NGT-300_H2T-300_HBT-1480_WR-195_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,20,0,0,70,24,300,300,1480,195,5.7,3,0,0,0,0,0,0,0,1.07E+05,2.02E-01,2.05E-01,1.18E-01,4.75E-01,5.03E+01,4.37E+01,1.86E+02,4.04E+02,1.26E+03,1.45E+01,1.76E+01,3.10E+01,2.13E+02,4.60E+02,1.25E+03,4.31E+01,1.86E+01,5.82E+01,7.05E+03,2.03E+03
950,H2-0_PCI-41_WPI-0_NG-0_O2-24_NGT-300_H2T-0_HBT-1480_WR-195_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,41,0,0,24,0,0,1480,195,5.7,1,0,0,0,0,0,0,0,1.08E+05,2.32E-01,2.45E-01,1.82E-02,5.04E-01,5.13E+01,4.58E+01,1.77E+02,4.65E+02,1.83E+03,3.63E+01,5.36E+00,5.92E+01,2.13E+02,4.60E+02,1.29E+03,6.78E+00,4.74E+00,2.12E+01,7.05E+03,2.29E+03
951,H2-0_PCI-70_WPI-0_NG-0_O2-21_NGT-300_H2T-0_HBT-1600_WR-195_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,0,70,0,0,21,0,0,1600,195,5.7,7,0,0,0,0,0,0,0,1.07E+05,2.18E-01,2.31E-01,2.27E-02,5.28E-01,5.15E+01,4.56E+01,9.20E+01,4.16E+02,1.54E+03,3.63E+01,7.22E+00,6.42E+01,2.13E+02,4.60E+02,1.30E+03,8.93E+00,6.76E+00,2.83E+01,7.05E+03,2.20E+03
952,H2-20_PCI-0_WPI-0_NG-0_O2-30_NGT-0_H2T-600_HBT-1200_WR-160_MHB-5.7_BM-5_SGI-0_SGT-0_SGC_0 ,20,0,0,0,30,0,600,1200,160,5.7,5,0,0,0,0,0,0,0,5.20E+04,2.52E-01,2.56E-01,7.06E-02,4.22E-01,5.05E+01,4.91E+01,4.43E+01,4.78E+02,1.24E+03,2.23E+01,1.25E+01,4.74E+01,2.13E+02,4.60E+02,1.26E+03,2.18E+01,1.60E+01,4.34E+01,7.05E+03,2.30E+03
953,H2-10_PCI-0_WPI-0_NG-60_O2-21_NGT-300_H2T-0_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,10,0,0,60,21,300,300,1200,160,5.7,7,0,0,0,0,0,0,0,5.56E+04,2.08E-01,2.23E-01,8.36E-02,4.85E-01,5.17E+01,5.09E+01,4.55E+01,3.64E+02,2.02E+01,2.31E+01,1.88E+01,5.77E+01,2.13E+02,4.60E+02,1.25E+03,2.80E+01,2.20E+01,5.53E+01,7.06E+03,1.91E+03
954,H2-0_PCI-90_WPI-0_NG-0_O2-30_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,0,90,0,0,30,0,0,1480,160,5.7,3,0,0,0,0,0,0,0,6.57E+04,2.42E-01,2.94E-01,2.69E-02,4.37E-01,5.48E+01,4.82E+01,7.09E+01,4.25E+02,1.88E+03,2.95E+01,6.44E+00,5.14E+01,2.13E+02,4.60E+02,1.29E+03,1.09E+01,5.15E+00,2.53E+01,7.06E+03,2.40E+03
955,H2-20_PCI-0_WPI-0_NG-0_O2-27_NGT-0_H2T-300_HBT-1600_WR-160_MHB-5.7_BM-3_SGI-0_SGT-0_SGC_0 ,20,0,0,0,27,0,300,1600,160,5.7,3,0,0,0,0,0,0,0,5.72E+04,2.28E-01,2.55E-01,7.34E-02,4.44E-01,5.28E+01,4.75E+01,7.14E+01,4.51E+02,1.40E+03,2.46E+01,1.50E+01,4.68E+01,2.13E+02,4.60E+02,1.26E+03,2.55E+01,1.34E+01,4.43E+01,7.06E+03,2.51E+03
956,H2-30_PCI-0_WPI-0_NG-0_O2-21_NGT-0_H2T-600_HBT-1200_WR-160_MHB-5.7_BM-7_SGI-0_SGT-0_SGC_0 ,30,0,0,0,21,0,600,1200,160,5.7,7,0,0,0,0,0,0,0,5.30E+04,2.07E-01,2.13E-01,9.86E-02,4.81E-01,5.07E+01,5.08E+01,4.53E+01,3.98E+02,3.10E+01,2.24E+01,2.22E+01,5.08E+01,2.14E+02,4.62E+02,1.24E+03,3.13E+01,2.55E+01,5.77E+01,7.06E+03,2.00E+03
957,H2-0_PCI-80_WPI-0_NG-20_O2-27_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,80,0,20,27,300,0,1480,160,5.7,1,0,0,0,0,0,0,0,7.20E+04,2.27E-01,2.76E-01,4.07E-02,4.56E-01,5.48E+01,4.85E+01,1.18E+02,3.92E+02,1.45E+03,2.88E+01,1.02E+01,5.23E+01,2.13E+02,4.60E+02,1.28E+03,1.71E+01,7.19E+00,3.45E+01,7.06E+03,2.62E+03
958,H2-0_PCI-0_WPI-0_NG-100_O2-30_NGT-300_H2T-0_HBT-1480_WR-160_MHB-5.7_BM-1_SGI-0_SGT-0_SGC_0 ,0,0,0,100,30,300,0,1480,160,5.7,1,0,0,0,0,0,0,0,9.51E+04,2.28E-01,2.63E-01,8.41E-02,4.25E-01,5.36E+01,4.90E+01,1.26E+02,3.94E+02,1.62E+03,2.29E+01,1.80E+01,2.35E+01,2.13E+02,4.61E+02,1.31E+03,3.15E+01,1.34E+01,5.30E+01,7.06E+03,2.24E+03
